#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 908: Alpine Meadows, WA
# 
# Data items provided in this file:
#
# Element Name           Value Type  Function Type  Function Duration             Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Value       None           Instantaneous - Start of Day  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Water Equivalent  Qc flag     None           Instantaneous - Start of Day  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Water Equivalent  Qa flag     None           Instantaneous - Start of Day  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Density           Value       None           Instantaneous - Start of Day  N/A        Percent            N/A           SNDN          The mass of snow per unit volume, expressed as a percent of water content                          
# Snow Density           Qc flag     None           Instantaneous - Start of Day  N/A        Percent            N/A           SNDN          The mass of snow per unit volume, expressed as a percent of water content                          
# Snow Density           Qa flag     None           Instantaneous - Start of Day  N/A        Percent            N/A           SNDN          The mass of snow per unit volume, expressed as a percent of water content                          
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Alpine Meadows (908) 
# Washington  SNOTEL Site - 3500 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: May 19, 2022 10:09:41 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Snow Water Equivalent QC Flag Start of Day Values,Snow Water Equivalent QA Flag Start of Day Values,Snow Density (pct) Start of Day Values,Snow Density QC Flag Start of Day Values,Snow Density QA Flag Start of Day Values
1996-07-07,0.0,E,,,,
1996-07-08,0.0,E,,,,
1996-07-09,0.0,E,,,,
1996-07-10,0.0,E,,,,
1996-07-11,0.0,E,,,,
1996-07-12,0.0,E,,,,
1996-07-13,0.0,E,,,,
1996-07-14,0.0,E,,,,
1996-07-15,0.0,E,,,,
1996-07-16,0.0,E,,,,
1996-07-17,0.0,E,,,,
1996-07-18,0.0,E,,,,
1996-07-19,0.0,E,,,,
1996-07-20,0.0,E,,,,
1996-07-21,0.0,E,,,,
1996-07-22,0.0,E,,,,
1996-07-23,0.0,E,,,,
1996-07-24,0.0,E,,,,
1996-07-25,0.0,E,,,,
1996-07-26,0.0,E,,,,
1996-07-27,0.0,E,,,,
1996-07-28,0.0,E,,,,
1996-07-29,0.0,E,,,,
1996-07-30,0.0,V,,,,
1996-07-31,0.0,E,,,,
1996-08-01,0.0,E,,,,
1996-08-02,0.0,E,,,,
1996-08-03,0.0,E,,,,
1996-08-04,0.0,E,,,,
1996-08-05,0.0,E,,,,
1996-08-06,0.0,E,,,,
1996-08-07,0.0,E,,,,
1996-08-08,0.0,E,,,,
1996-08-09,0.0,E,,,,
1996-08-10,0.0,E,,,,
1996-08-11,0.0,E,,,,
1996-08-12,0.0,E,,,,
1996-08-13,0.0,E,,,,
1996-08-14,0.0,E,,,,
1996-08-15,0.0,E,,,,
1996-08-16,0.0,E,,,,
1996-08-17,0.0,E,,,,
1996-08-18,0.0,E,,,,
1996-08-19,0.0,E,,,,
1996-08-20,0.0,E,,,,
1996-08-21,0.0,E,,,,
1996-08-22,0.0,E,,,,
1996-08-23,0.0,E,,,,
1996-08-24,0.0,E,,,,
1996-08-25,0.0,E,,,,
1996-08-26,0.0,E,,,,
1996-08-27,0.0,E,,,,
1996-08-28,0.0,E,,,,
1996-08-29,0.0,E,,,,
1996-08-30,0.0,E,,,,
1996-08-31,0.0,E,,,,
1996-09-01,0.0,E,,,,
1996-09-02,0.0,E,,,,
1996-09-03,0.0,E,,,,
1996-09-04,0.0,E,,,,
1996-09-05,0.0,E,,,,
1996-09-06,0.0,E,,,,
1996-09-07,0.0,E,,,,
1996-09-08,0.0,E,,,,
1996-09-09,0.0,E,,,,
1996-09-10,0.0,E,,,,
1996-09-11,0.0,E,,,,
1996-09-12,0.0,E,,,,
1996-09-13,0.0,E,,,,
1996-09-14,0.0,V,,,,
1996-09-15,0.0,V,,,,
1996-09-16,0.0,E,,,,
1996-09-17,0.0,E,,,,
1996-09-18,0.0,E,,,,
1996-09-19,0.0,E,,,,
1996-09-20,0.0,E,,,,
1996-09-21,0.0,E,,,,
1996-09-22,0.0,E,,,,
1996-09-23,0.0,E,,,,
1996-09-24,0.0,E,,,,
1996-09-25,0.0,E,,,,
1996-09-26,0.0,E,,,,
1996-09-27,0.0,V,,,,
1996-09-28,0.0,E,,,,
1996-09-29,0.0,V,,,,
1996-09-30,0.0,V,,,,
1996-10-01,0.0,E,,,,
1996-10-02,0.0,E,,,,
1996-10-03,0.0,E,,,,
1996-10-04,0.0,V,,,,
1996-10-05,0.0,E,,,,
1996-10-06,0.0,E,,,,
1996-10-07,0.0,E,,,,
1996-10-08,0.0,E,,,,
1996-10-09,0.0,E,,,,
1996-10-10,0.0,E,,,,
1996-10-11,0.0,V,,,,
1996-10-12,0.0,E,,,,
1996-10-13,0.0,E,,,,
1996-10-14,0.0,E,,,,
1996-10-15,0.0,E,,,,
1996-10-16,0.3,V,,,,
1996-10-17,0.8,V,,,,
1996-10-18,1.1,V,,,,
1996-10-19,1.2,V,,,,
1996-10-20,1.7,V,,,,
1996-10-21,2.0,V,,,,
1996-10-22,2.1,V,,,,
1996-10-23,1.7,V,,,,
1996-10-24,2.6,V,,,,
1996-10-25,3.3,V,,,,
1996-10-26,3.5,V,,,,
1996-10-27,3.5,V,,,,
1996-10-28,3.6,V,,,,
1996-10-29,2.7,V,,,,
1996-10-30,2.4,V,,,,
1996-10-31,2.4,V,,,,
1996-11-01,2.2,V,,,,
1996-11-02,2.4,V,,,,
1996-11-03,2.4,V,,,,
1996-11-04,3.0,V,,,,
1996-11-05,3.6,V,,,,
1996-11-06,4.7,V,,,,
1996-11-07,5.2,V,,,,
1996-11-08,5.2,V,,,,
1996-11-09,4.8,V,,,,
1996-11-10,4.8,V,,,,
1996-11-11,4.6,V,,,,
1996-11-12,4.1,V,,,,
1996-11-13,3.4,V,,,,
1996-11-14,3.1,V,,,,
1996-11-15,3.3,V,,,,
1996-11-16,3.4,V,,,,
1996-11-17,5.0,V,,,,
1996-11-18,6.0,V,,,,
1996-11-19,6.1,V,,,,
1996-11-20,6.8,V,,,,
1996-11-21,7.2,V,,,,
1996-11-22,7.3,V,,,,
1996-11-23,7.2,V,,,,
1996-11-24,7.6,V,,,,
1996-11-25,8.6,V,,,,
1996-11-26,8.9,V,,,,
1996-11-27,9.0,V,,,,
1996-11-28,8.5,V,,,,
1996-11-29,9.8,V,,,,
1996-11-30,10.3,V,,,,
1996-12-01,10.4,V,,,,
1996-12-02,11.3,V,,,,
1996-12-03,13.7,V,,,,
1996-12-04,13.9,V,,,,
1996-12-05,14.3,V,,,,
1996-12-06,15.4,V,,,,
1996-12-07,16.5,V,,,,
1996-12-08,17.6,V,,,,
1996-12-09,18.8,V,,,,
1996-12-10,19.0,V,,,,
1996-12-11,19.8,V,,,,
1996-12-12,20.1,V,,,,
1996-12-13,21.0,V,,,,
1996-12-14,21.4,V,,,,
1996-12-15,21.5,V,,,,
1996-12-16,22.0,V,,,,
1996-12-17,22.0,V,,,,
1996-12-18,22.0,E,,,,
1996-12-19,22.0,V,,,,
1996-12-20,23.3,V,,,,
1996-12-21,24.4,V,,,,
1996-12-22,24.7,V,,,,
1996-12-23,25.0,V,,,,
1996-12-24,26.4,V,,,,
1996-12-25,27.7,V,,,,
1996-12-26,27.8,V,,,,
1996-12-27,29.4,V,,,,
1996-12-28,30.4,V,,,,
1996-12-29,31.4,V,,,,
1996-12-30,33.5,V,,,,
1996-12-31,33.1,V,,,,
1997-01-01,33.1,V,,,,
1997-01-02,32.2,V,,,,
1997-01-03,32.5,V,,,,
1997-01-04,34.0,V,,,,
1997-01-05,34.6,V,,,,
1997-01-06,34.6,V,,,,
1997-01-07,38.2,V,,,,
1997-01-08,38.0,V,,,,
1997-01-09,37.7,V,,,,
1997-01-10,37.7,E,,,,
1997-01-11,37.7,E,,,,
1997-01-12,37.7,E,,,,
1997-01-13,37.7,V,,,,
1997-01-14,37.6,V,,,,
1997-01-15,37.4,V,,,,
1997-01-16,37.3,V,,,,
1997-01-17,37.8,V,,,,
1997-01-18,38.9,V,,,,
1997-01-19,38.3,V,,,,
1997-01-20,38.1,V,,,,
1997-01-21,38.3,V,,,,
1997-01-22,38.6,V,,,,
1997-01-23,39.8,V,,,,
1997-01-24,41.6,V,,,,
1997-01-25,42.8,V,,,,
1997-01-26,42.8,E,,,,
1997-01-27,42.8,E,,,,
1997-01-28,43.6,V,,,,
1997-01-29,44.2,V,,,,
1997-01-30,44.4,V,,,,
1997-01-31,44.0,V,,,,
1997-02-01,43.6,V,,,,
1997-02-02,44.2,V,,,,
1997-02-03,45.2,V,,,,
1997-02-04,45.2,E,,,,
1997-02-05,45.2,E,,,,
1997-02-06,45.2,E,,,,
1997-02-07,45.4,V,,,,
1997-02-08,45.3,V,,,,
1997-02-09,45.3,E,,,,
1997-02-10,45.3,V,,,,
1997-02-11,45.3,V,,,,
1997-02-12,46.7,V,,,,
1997-02-13,48.1,V,,,,
1997-02-14,50.3,V,,,,
1997-02-15,51.6,V,,,,
1997-02-16,50.6,V,,,,
1997-02-17,50.3,V,,,,
1997-02-18,50.9,V,,,,
1997-02-19,52.5,V,,,,
1997-02-20,53.5,V,,,,
1997-02-21,54.2,V,,,,
1997-02-22,54.2,V,,,,
1997-02-23,54.2,V,,,,
1997-02-24,54.2,E,,,,
1997-02-25,54.2,E,,,,
1997-02-26,54.6,V,,,,
1997-02-27,55.3,V,,,,
1997-02-28,54.9,V,,,,
1997-03-01,55.7,V,,,,
1997-03-02,58.2,V,,,,
1997-03-03,59.1,V,,,,
1997-03-04,60.3,V,,,,
1997-03-05,60.9,V,,,,
1997-03-06,61.4,V,,,,
1997-03-07,61.4,V,,,,
1997-03-08,64.5,E,,,,
1997-03-09,64.7,E,,,,
1997-03-10,64.7,E,,,,
1997-03-11,65.0,E,,,,
1997-03-12,65.6,E,,,,
1997-03-13,66.8,E,,,,
1997-03-14,67.4,E,,,,
1997-03-15,67.4,E,,,,
1997-03-16,68.9,E,,,,
1997-03-17,69.2,E,,,,
1997-03-18,67.8,E,,,,
1997-03-19,65.6,E,,,,
1997-03-20,63.4,E,,,,
1997-03-21,63.4,E,,,,
1997-03-22,63.4,E,,,,
1997-03-23,63.4,E,,,,
1997-03-24,63.7,E,,,,
1997-03-25,63.7,E,,,,
1997-03-26,63.0,E,,,,
1997-03-27,65.0,E,,,,
1997-03-28,66.4,E,,,,
1997-03-29,67.4,E,,,,
1997-03-30,67.4,E,,,,
1997-03-31,67.4,E,,,,
1997-04-01,67.8,E,,,,
1997-04-02,67.5,V,,,,
1997-04-03,67.5,E,,,,
1997-04-04,68.9,V,,,,
1997-04-05,68.8,E,,,,
1997-04-06,68.8,V,,,,
1997-04-07,68.4,V,,,,
1997-04-08,68.5,V,,,,
1997-04-09,68.5,V,,,,
1997-04-10,68.8,V,,,,
1997-04-11,68.8,V,,,,
1997-04-12,69.4,V,,,,
1997-04-13,69.5,V,,,,
1997-04-14,70.7,V,,,,
1997-04-15,70.6,V,,,,
1997-04-16,71.0,V,,,,
1997-04-17,70.3,V,,,,
1997-04-18,70.2,V,,,,
1997-04-19,69.8,V,,,,
1997-04-20,72.5,V,,,,
1997-04-21,72.3,V,,,,
1997-04-22,71.5,V,,,,
1997-04-23,71.3,V,,,,
1997-04-24,70.8,V,,,,
1997-04-25,70.4,V,,,,
1997-04-26,69.8,V,,,,
1997-04-27,69.8,V,,,,
1997-04-28,70.2,V,,,,
1997-04-29,70.2,V,,,,
1997-04-30,71.0,V,,,,
1997-05-01,72.6,V,,,,
1997-05-02,73.1,V,,,,
1997-05-03,72.8,V,,,,
1997-05-04,72.3,V,,,,
1997-05-05,72.4,V,,,,
1997-05-06,73.1,V,,,,
1997-05-07,72.6,V,,,,
1997-05-08,72.2,V,,,,
1997-05-09,71.1,V,,,,
1997-05-10,70.0,V,,,,
1997-05-11,69.5,V,,,,
1997-05-12,68.8,V,,,,
1997-05-13,67.4,V,,,,
1997-05-14,66.2,V,,,,
1997-05-15,64.4,V,,,,
1997-05-16,62.9,V,,,,
1997-05-17,61.8,V,,,,
1997-05-18,60.3,V,,,,
1997-05-19,59.4,V,,,,
1997-05-20,58.3,V,,,,
1997-05-21,57.3,V,,,,
1997-05-22,56.6,V,,,,
1997-05-23,55.8,V,,,,
1997-05-24,55.1,V,,,,
1997-05-25,54.3,V,,,,
1997-05-26,53.9,V,,,,
1997-05-27,53.0,V,,,,
1997-05-28,52.4,V,,,,
1997-05-29,52.0,V,,,,
1997-05-30,50.8,V,,,,
1997-05-31,50.3,V,,,,
1997-06-01,48.7,V,,,,
1997-06-02,47.7,V,,,,
1997-06-03,46.4,V,,,,
1997-06-04,44.8,V,,,,
1997-06-05,43.5,V,,,,
1997-06-06,42.4,V,,,,
1997-06-07,41.4,V,,,,
1997-06-08,40.2,V,,,,
1997-06-09,39.1,V,,,,
1997-06-10,38.0,V,,,,
1997-06-11,36.2,V,,,,
1997-06-12,34.7,V,,,,
1997-06-13,33.1,V,,,,
1997-06-14,32.1,V,,,,
1997-06-15,30.9,V,,,,
1997-06-16,29.5,V,,,,
1997-06-17,28.3,V,,,,
1997-06-18,26.8,V,,,,
1997-06-19,25.5,V,,,,
1997-06-20,24.4,V,,,,
1997-06-21,23.9,V,,,,
1997-06-22,23.0,V,,,,
1997-06-23,21.9,V,,,,
1997-06-24,20.6,V,,,,
1997-06-25,19.9,V,,,,
1997-06-26,18.7,V,,,,
1997-06-27,17.4,V,,,,
1997-06-28,16.1,V,,,,
1997-06-29,15.4,V,,,,
1997-06-30,14.1,V,,,,
1997-07-01,13.1,V,,,,
1997-07-02,12.2,V,,,,
1997-07-03,11.2,V,,,,
1997-07-04,9.3,V,,,,
1997-07-05,6.9,V,,,,
1997-07-06,5.4,V,,,,
1997-07-07,3.8,V,,,,
1997-07-08,2.7,V,,,,
1997-07-09,0.9,V,,,,
1997-07-10,0.0,E,,,,
1997-07-11,0.0,E,,,,
1997-07-12,0.0,E,,,,
1997-07-13,0.0,E,,,,
1997-07-14,0.0,E,,,,
1997-07-15,0.0,E,,,,
1997-07-16,0.0,E,,,,
1997-07-17,0.0,E,,,,
1997-07-18,0.0,E,,,,
1997-07-19,0.0,E,,,,
1997-07-20,0.0,E,,,,
1997-07-21,0.0,E,,,,
1997-07-22,0.0,E,,,,
1997-07-23,0.0,E,,,,
1997-07-24,0.0,E,,,,
1997-07-25,0.0,E,,,,
1997-07-26,0.0,E,,,,
1997-07-27,0.0,E,,,,
1997-07-28,0.0,E,,,,
1997-07-29,0.0,E,,,,
1997-07-30,0.0,E,,,,
1997-07-31,0.0,E,,,,
1997-08-01,0.0,E,,,,
1997-08-02,0.0,E,,,,
1997-08-03,0.0,E,,,,
1997-08-04,0.0,E,,,,
1997-08-05,0.0,E,,,,
1997-08-06,0.0,E,,,,
1997-08-07,0.0,E,,,,
1997-08-08,0.0,E,,,,
1997-08-09,0.0,E,,,,
1997-08-10,0.0,E,,,,
1997-08-11,0.0,E,,,,
1997-08-12,0.0,E,,,,
1997-08-13,0.0,E,,,,
1997-08-14,0.0,E,,,,
1997-08-15,0.0,E,,,,
1997-08-16,0.0,E,,,,
1997-08-17,0.0,E,,,,
1997-08-18,0.0,E,,,,
1997-08-19,0.0,E,,,,
1997-08-20,0.0,E,,,,
1997-08-21,0.0,E,,,,
1997-08-22,0.0,E,,,,
1997-08-23,0.0,E,,,,
1997-08-24,0.0,E,,,,
1997-08-25,0.0,E,,,,
1997-08-26,0.0,E,,,,
1997-08-27,0.0,E,,,,
1997-08-28,0.0,E,,,,
1997-08-29,0.0,E,,,,
1997-08-30,0.0,E,,,,
1997-08-31,0.0,E,,,,
1997-09-01,0.0,E,,,,
1997-09-02,0.0,E,,,,
1997-09-03,0.0,E,,,,
1997-09-04,0.0,E,,,,
1997-09-05,0.0,E,,,,
1997-09-06,0.0,E,,,,
1997-09-07,0.0,E,,,,
1997-09-08,0.0,E,,,,
1997-09-09,0.0,E,,,,
1997-09-10,0.0,E,,,,
1997-09-11,0.0,E,,,,
1997-09-12,0.0,E,,,,
1997-09-13,0.0,E,,,,
1997-09-14,0.0,E,,,,
1997-09-15,0.0,E,,,,
1997-09-16,0.0,E,,,,
1997-09-17,0.0,E,,,,
1997-09-18,0.0,E,,,,
1997-09-19,0.0,E,,,,
1997-09-20,0.0,E,,,,
1997-09-21,0.0,E,,,,
1997-09-22,0.0,E,,,,
1997-09-23,0.0,E,,,,
1997-09-24,0.0,E,,,,
1997-09-25,0.0,E,,,,
1997-09-26,0.0,E,,,,
1997-09-27,0.0,E,,,,
1997-09-28,0.0,E,,,,
1997-09-29,0.0,E,,,,
1997-09-30,0.0,E,,,,
1997-10-01,0.0,E,,,,
1997-10-02,0.0,E,,,,
1997-10-03,0.0,V,,,,
1997-10-04,0.0,E,,,,
1997-10-05,0.0,V,,,,
1997-10-06,0.0,V,,,,
1997-10-07,0.0,V,,,,
1997-10-08,0.0,E,,,,
1997-10-09,0.0,E,,,,
1997-10-10,0.0,E,,,,
1997-10-11,0.0,E,,,,
1997-10-12,0.6,V,,,,
1997-10-13,0.2,V,,,,
1997-10-14,0.0,E,,,,
1997-10-15,0.0,E,,,,
1997-10-16,0.0,E,,,,
1997-10-17,0.0,E,,,,
1997-10-18,0.0,E,,,,
1997-10-19,0.0,E,,,,
1997-10-20,0.0,E,,,,
1997-10-21,0.0,E,,,,
1997-10-22,0.0,E,,,,
1997-10-23,0.0,E,,,,
1997-10-24,0.0,E,,,,
1997-10-25,0.0,E,,,,
1997-10-26,0.0,E,,,,
1997-10-27,0.0,E,,,,
1997-10-28,0.0,E,,,,
1997-10-29,0.0,E,,,,
1997-10-30,0.0,E,,,,
1997-10-31,0.0,E,,,,
1997-11-01,0.0,E,,,,
1997-11-02,0.0,E,,,,
1997-11-03,0.0,E,,,,
1997-11-04,0.0,E,,,,
1997-11-05,0.0,E,,,,
1997-11-06,0.0,E,,,,
1997-11-07,0.0,E,,,,
1997-11-08,0.0,E,,,,
1997-11-09,0.0,E,,,,
1997-11-10,0.0,E,,,,
1997-11-11,0.0,E,,,,
1997-11-12,0.0,E,,,,
1997-11-13,0.0,E,,,,
1997-11-14,0.0,E,,,,
1997-11-15,0.0,E,,,,
1997-11-16,0.0,E,,,,
1997-11-17,0.0,E,,,,
1997-11-18,1.2,V,,,,
1997-11-19,1.1,V,,,,
1997-11-20,1.0,V,,,,
1997-11-21,1.5,V,,,,
1997-11-22,1.5,V,,,,
1997-11-23,1.5,V,,,,
1997-11-24,1.2,V,,,,
1997-11-25,1.5,V,,,,
1997-11-26,1.9,V,,,,
1997-11-27,1.9,V,,,,
1997-11-28,2.1,V,,,,
1997-11-29,1.8,V,,,,
1997-11-30,2.0,V,,,,
1997-12-01,3.2,V,,,,
1997-12-02,3.2,V,,,,
1997-12-03,3.2,E,,,,
1997-12-04,3.2,E,,,,
1997-12-05,3.2,E,,,,
1997-12-06,3.2,E,,,,
1997-12-07,3.2,V,,,,
1997-12-08,3.6,V,,,,
1997-12-09,4.8,V,,,,
1997-12-10,5.1,V,,,,
1997-12-11,5.3,V,,,,
1997-12-12,5.2,V,,,,
1997-12-13,5.2,V,,,,
1997-12-14,5.2,V,,,,
1997-12-15,5.2,V,,,,
1997-12-16,5.3,V,,,,
1997-12-17,6.3,V,,,,
1997-12-18,7.9,V,,,,
1997-12-19,7.9,V,,,,
1997-12-20,8.2,V,,,,
1997-12-21,9.4,V,,,,
1997-12-22,10.1,V,,,,
1997-12-23,10.3,V,,,,
1997-12-24,10.8,E,,,,
1997-12-25,11.3,V,,,,
1997-12-26,11.3,V,,,,
1997-12-27,11.3,E,,,,
1997-12-28,11.7,E,,,,
1997-12-29,13.3,V,,,,
1997-12-30,13.0,V,,,,
1997-12-31,13.1,V,,,,
1998-01-01,13.2,V,,,,
1998-01-02,13.9,V,,,,
1998-01-03,14.3,V,,,,
1998-01-04,14.5,V,,,,
1998-01-05,15.4,V,,,,
1998-01-06,19.1,V,,,,
1998-01-07,22.2,V,,,,
1998-01-08,23.5,V,,,,
1998-01-09,23.9,V,,,,
1998-01-10,24.0,V,,,,
1998-01-11,23.9,V,,,,
1998-01-12,23.9,V,,,,
1998-01-13,24.9,V,,,,
1998-01-14,26.8,V,,,,
1998-01-15,28.5,V,,,,
1998-01-16,29.7,V,,,,
1998-01-17,30.2,V,,,,
1998-01-18,31.1,V,,,,
1998-01-19,31.0,V,,,,
1998-01-20,31.6,V,,,,
1998-01-21,31.9,V,,,,
1998-01-22,32.1,V,,,,
1998-01-23,32.3,V,,,,
1998-01-24,33.1,V,,,,
1998-01-25,33.6,V,,,,
1998-01-26,33.4,V,,,,
1998-01-27,33.3,V,,,,
1998-01-28,33.3,V,,,,
1998-01-29,33.5,V,,,,
1998-01-30,33.6,V,,,,
1998-01-31,33.6,V,,,,
1998-02-01,33.5,V,,,,
1998-02-02,33.2,V,,,,
1998-02-03,33.3,E,,,,
1998-02-04,33.3,V,,,,
1998-02-05,33.1,E,,,,
1998-02-06,33.2,V,,,,
1998-02-07,33.1,E,,,,
1998-02-08,33.0,V,,,,
1998-02-09,32.9,V,,,,
1998-02-10,33.7,V,,,,
1998-02-11,33.5,V,,,,
1998-02-12,34.3,V,,,,
1998-02-13,35.2,V,,,,
1998-02-14,36.3,V,,,,
1998-02-15,36.0,V,,,,
1998-02-16,36.8,V,,,,
1998-02-17,37.0,V,,,,
1998-02-18,36.8,V,,,,
1998-02-19,36.9,V,,,,
1998-02-20,37.5,V,,,,
1998-02-21,38.2,V,,,,
1998-02-22,39.0,V,,,,
1998-02-23,39.9,V,,,,
1998-02-24,40.1,V,,,,
1998-02-25,40.1,V,,,,
1998-02-26,40.9,V,,,,
1998-02-27,41.4,V,,,,
1998-02-28,41.4,V,,,,
1998-03-01,41.6,V,,,,
1998-03-02,43.2,V,,,,
1998-03-03,43.3,V,,,,
1998-03-04,43.3,E,,,,
1998-03-05,43.3,V,,,,
1998-03-06,43.3,E,,,,
1998-03-07,43.2,V,,,,
1998-03-08,43.4,V,,,,
1998-03-09,44.0,V,,,,
1998-03-10,46.4,V,,,,
1998-03-11,46.8,E,,,,
1998-03-12,46.8,E,,,,
1998-03-13,46.8,V,,,,
1998-03-14,46.2,V,,,,
1998-03-15,46.2,V,,,,
1998-03-16,47.0,V,,,,
1998-03-17,47.1,V,,,,
1998-03-18,46.8,V,,,,
1998-03-19,46.8,V,,,,
1998-03-20,46.7,V,,,,
1998-03-21,46.8,V,,,,
1998-03-22,47.0,V,,,,
1998-03-23,47.7,V,,,,
1998-03-24,47.0,V,,,,
1998-03-25,46.6,V,,,,
1998-03-26,46.5,V,,,,
1998-03-27,48.4,V,,,,
1998-03-28,49.0,V,,,,
1998-03-29,49.1,E,,,,
1998-03-30,49.2,V,,,,
1998-03-31,49.8,V,,,,
1998-04-01,50.0,E,,,,
1998-04-02,49.8,V,,,,
1998-04-03,49.8,V,,,,
1998-04-04,50.1,V,,,,
1998-04-05,50.1,E,,,,
1998-04-06,50.3,V,,,,
1998-04-07,50.1,V,,,,
1998-04-08,51.1,V,,,,
1998-04-09,51.4,V,,,,
1998-04-10,51.6,V,,,,
1998-04-11,52.3,V,,,,
1998-04-12,52.3,V,,,,
1998-04-13,52.5,V,,,,
1998-04-14,52.4,V,,,,
1998-04-15,52.3,V,,,,
1998-04-16,52.0,E,,,,
1998-04-17,52.0,E,,,,
1998-04-18,52.0,V,,,,
1998-04-19,52.2,V,,,,
1998-04-20,52.0,V,,,,
1998-04-21,51.4,V,,,,
1998-04-22,51.4,V,,,,
1998-04-23,51.1,V,,,,
1998-04-24,50.4,V,,,,
1998-04-25,49.8,V,,,,
1998-04-26,49.6,V,,,,
1998-04-27,49.4,V,,,,
1998-04-28,49.5,V,,,,
1998-04-29,49.2,V,,,,
1998-04-30,48.2,V,,,,
1998-05-01,47.2,V,,,,
1998-05-02,45.7,V,,,,
1998-05-03,44.0,V,,,,
1998-05-04,43.1,V,,,,
1998-05-05,42.3,V,,,,
1998-05-06,41.1,V,,,,
1998-05-07,40.1,V,,,,
1998-05-08,39.8,V,,,,
1998-05-09,39.1,V,,,,
1998-05-10,38.8,V,,,,
1998-05-11,38.5,V,,,,
1998-05-12,38.4,V,,,,
1998-05-13,38.0,V,,,,
1998-05-14,37.6,V,,,,
1998-05-15,37.9,V,,,,
1998-05-16,38.3,V,,,,
1998-05-17,38.0,V,,,,
1998-05-18,38.0,V,,,,
1998-05-19,37.7,V,,,,
1998-05-20,36.8,V,,,,
1998-05-21,35.6,V,,,,
1998-05-22,34.8,V,,,,
1998-05-23,34.4,V,,,,
1998-05-24,33.6,V,,,,
1998-05-25,33.6,V,,,,
1998-05-26,33.1,V,,,,
1998-05-27,33.1,V,,,,
1998-05-28,33.3,V,,,,
1998-05-29,32.7,V,,,,
1998-05-30,31.5,V,,,,
1998-05-31,30.3,V,,,,
1998-06-01,29.6,V,,,,
1998-06-02,28.2,V,,,,
1998-06-03,26.9,V,,,,
1998-06-04,25.6,V,,,,
1998-06-05,24.7,V,,,,
1998-06-06,23.9,V,,,,
1998-06-07,22.8,V,,,,
1998-06-08,21.3,V,,,,
1998-06-09,19.8,V,,,,
1998-06-10,18.5,V,,,,
1998-06-11,17.4,V,,,,
1998-06-12,16.5,V,,,,
1998-06-13,15.8,V,,,,
1998-06-14,15.0,V,,,,
1998-06-15,14.7,V,,,,
1998-06-16,13.9,V,,,,
1998-06-17,13.1,V,,,,
1998-06-18,12.3,V,,,,
1998-06-19,11.6,V,,,,
1998-06-20,10.9,V,,,,
1998-06-21,9.7,V,,,,
1998-06-22,8.2,V,,,,
1998-06-23,6.9,V,,,,
1998-06-24,6.2,V,,,,
1998-06-25,5.3,V,,,,
1998-06-26,4.5,V,,,,
1998-06-27,3.8,V,,,,
1998-06-28,3.1,V,,,,
1998-06-29,1.7,V,,,,
1998-06-30,0.0,E,,,,
1998-07-01,0.0,E,,,,
1998-07-02,0.0,E,,,,
1998-07-03,0.0,E,,,,
1998-07-04,0.0,E,,,,
1998-07-05,0.0,E,,,,
1998-07-06,0.0,E,,,,
1998-07-07,0.0,E,,,,
1998-07-08,0.0,E,,,,
1998-07-09,0.0,E,,,,
1998-07-10,0.0,E,,,,
